proposal_id,itinerary_id,proposed_by_user_id,action,target_item_id,entity_type,entity_id,title,rationale,cost_delta,currency,closes_at,status,created_at,updated_at
prp_10281ed5,itn_912aebbe,usr_2a2841d1,remove,itm_5142581c,poi,poi_d668c5ae,Remove: Cycling Loop,Two of us have already seen the original.,350.00,INR,2026-08-24T10:00:00+05:30,open,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_397d154a,itn_1c5082da,usr_7101a5b5,add,,poi,poi_4b6fd669,Add: Fishermen's Cove,,-1200.00,INR,2026-08-07T10:00:00+05:30,open,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a4fa8927,itn_fd0b885c,usr_07f03d4c,reschedule,itm_2b577814,poi,poi_ba79f08d,Reschedule: Great Mosque of Shillong,Two of us have already seen the original.,0.00,INR,2026-08-04T10:00:00+05:30,rejected,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_69fd12c3,itn_0c9453c6,usr_6feac3d4,reschedule,itm_3bc20017,poi,poi_03e96e6b,Reschedule: Backwater Channel,"Opens at six, so it works before the train.",2400.00,INR,2026-08-09T10:00:00+05:30,accepted,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_2def65e3,itn_fb74b021,usr_79248234,reschedule,itm_27d0f1f1,poi,poi_e5f3caea,"Reschedule: Old Palace, Kandy",,2400.00,INR,2026-08-09T10:00:00+05:30,expired,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3f99ede5,itn_ea5632e6,usr_e5415ac7,reschedule,itm_5796ab66,poi,poi_d668c5ae,Reschedule: Cycling Loop,,0.00,INR,2026-08-18T10:00:00+05:30,open,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c581cd7e,itn_b715e7f1,usr_cea18c83,reschedule,itm_203aa32f,poi,poi_671bd504,Reschedule: Kayaking at Aurangabad,The forecast is bad that afternoon.,-400.00,INR,2026-08-25T10:00:00+05:30,open,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_91ce254d,itn_c1e6e101,usr_9cb9eedc,add,,poi,poi_e68abae6,Add: Jaipur Bazaar,Two of us have already seen the original.,0.00,CHF,2026-08-18T10:00:00+05:30,expired,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_9a6c080d,itn_17cb23d8,usr_693c20b9,reschedule,itm_9c053449,poi,poi_bcc733aa,Reschedule: North Beach,The forecast is bad that afternoon.,1010.40,THB,2026-08-27T10:00:00+05:30,accepted,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_39ec0825,itn_656b674a,usr_12f95c97,replace,itm_88bc9798,poi,poi_6e34d5eb,Replace: Chhatri Complex,"Opens at six, so it works before the train.",900.00,INR,2026-08-23T10:00:00+05:30,open,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a440fb3a,itn_bd12e442,usr_6b052f91,add,,poi,poi_93c2898a,Add: Night Food Bazaar,The forecast is bad that afternoon.,350.00,INR,2026-08-18T10:00:00+05:30,open,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_dd6f72cb,itn_446deb9d,usr_36c3dbed,add,,poi,poi_72bc15f6,Add: Water Palace,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-08T10:00:00+05:30,rejected,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_1c07f049,itn_107081a7,usr_72d88a70,replace,itm_a28952ac,poi,poi_f9130509,Replace: Bali Bazaar,"Opens at six, so it works before the train.",2400.00,INR,2026-08-18T10:00:00+05:30,open,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_877fe0b1,itn_ce86d6b2,usr_671138ff,replace,itm_7861ebce,poi,poi_813f1ef8,"Replace: Jazz Cellar, Gangtok",Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-27T10:00:00+05:30,expired,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_fed65d1e,itn_47767831,usr_ede8042e,add,,poi,poi_fb892134,Add: Cycling Loop,Two of us have already seen the original.,2400.00,INR,2026-07-31T10:00:00+05:30,expired,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_1775f243,itn_639774f6,usr_51983e08,add,,poi,poi_28daaace,Add: Night Food Bazaar,,350.00,INR,2026-08-15T10:00:00+05:30,expired,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_9f4d0ba6,itn_168b47f9,usr_ca6dc019,replace,itm_643c4e85,poi,poi_71db86db,Replace: Ayurveda Centre,The forecast is bad that afternoon.,900.00,INR,2026-08-10T10:00:00+05:30,expired,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_43dbef8b,itn_2457fe9c,usr_5f3244b4,add,,poi,poi_822c8d40,Add: Riverside Lounge,"Opens at six, so it works before the train.",15.44,AED,2026-08-20T10:00:00+05:30,rejected,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_ec82a7a0,itn_6bdb7d47,usr_b0226153,replace,itm_ec3d0e2c,poi,poi_88685566,Replace: Colombo Bird Sanctuary,"Opens at six, so it works before the train.",0.00,INR,2026-08-22T10:00:00+05:30,accepted,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_126c998f,itn_7642b7d2,usr_b86dd891,add,,poi,poi_e5aee907,Add: Ridge Lookout,Two of us have already seen the original.,350.00,INR,2026-08-07T10:00:00+05:30,expired,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_8c232d5d,itn_730fa631,usr_5bfe40e4,remove,itm_83e79f6d,poi,poi_eafd4622,Remove: Ayurveda Centre,Two of us have already seen the original.,2400.00,INR,2026-08-08T10:00:00+05:30,rejected,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_81e75ca8,itn_284c3538,usr_d312cbff,add,,poi,poi_98ccdcef,Add: Kayaking at Gokarna,Cheaper and closer to where we are staying that morning.,2400.00,INR,2026-08-21T10:00:00+05:30,expired,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_e1f8669f,itn_c7f5560a,usr_07f03d4c,add,,poi,poi_204e9388,Add: Cliff Walk,,2400.00,INR,2026-08-25T10:00:00+05:30,expired,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_ae0067fe,itn_037189d9,usr_50bcfb30,reschedule,itm_e836cf7a,poi,poi_d5409022,"Reschedule: St Mary's Church, Nainital","Opens at six, so it works before the train.",0.00,INR,2026-08-17T10:00:00+05:30,expired,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_28634043,itn_9a42fa31,usr_afaebefa,add,,poi,poi_493eac5b,"Add: St Mary's Church, Kandy",Two of us have already seen the original.,-400.00,INR,2026-08-12T10:00:00+05:30,open,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_5b62b61d,itn_a7fae9db,usr_ef2f6a43,replace,itm_e8152444,poi,poi_0e67fddb,Replace: Butterfly Reserve,Two of us have already seen the original.,-400.00,INR,2026-08-27T10:00:00+05:30,open,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_b67a1abe,itn_7126b3ab,usr_7f6d27fe,add,,poi,poi_f10b95a4,Add: Butterfly Reserve,The forecast is bad that afternoon.,-1200.00,INR,2026-07-29T10:00:00+05:30,rejected,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_5d63f02f,itn_5a754929,usr_aef2d4f6,remove,itm_c6f00fbb,poi,poi_8778cdc9,Remove: North Beach,Two of us have already seen the original.,0.00,INR,2026-08-27T10:00:00+05:30,rejected,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_cca23294,itn_5bd1f573,usr_02b3a36d,add,,poi,poi_7266e8b1,Add: Watchtower Terrace,Cheaper and closer to where we are staying that morning.,-1200.00,INR,2026-08-20T10:00:00+05:30,rejected,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_8a410106,itn_c8f7c91d,usr_4012e3f7,remove,itm_088d543f,poi,poi_bb9e4ca5,Remove: Cooking Class at Old Town,,-400.00,INR,2026-08-03T10:00:00+05:30,rejected,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c2cfb18f,itn_0db0893c,usr_05fc06c6,replace,itm_7fb2c2a0,poi,poi_f6726145,Replace: Pune Observatory,Two of us have already seen the original.,-1200.00,INR,2026-08-16T10:00:00+05:30,rejected,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3200bf81,itn_7ae3e428,usr_b27d9336,remove,itm_9be7ce3f,poi,poi_690e8c3f,"Remove: Gallery of Modern Art, Udaipur",The forecast is bad that afternoon.,900.00,INR,2026-08-23T10:00:00+05:30,open,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c4b0af76,itn_82166ca0,usr_508f15f0,reschedule,itm_c52a6f04,poi,poi_bc82e986,Reschedule: Kathmandu Viewpoint,"Opens at six, so it works before the train.",-17.64,AED,2026-07-29T10:00:00+05:30,rejected,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_2e216752,itn_b02a0f22,usr_e6dcafe4,remove,itm_3d913cad,poi,poi_a4f7cc8b,Remove: Quiet Bay,"Opens at six, so it works before the train.",-1200.00,INR,2026-08-10T10:00:00+05:30,accepted,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_855e9211,itn_a734e688,usr_2da5bb04,replace,itm_3f1f4ca6,poi,poi_d68e7f7a,Replace: Quiet Bay,Cheaper and closer to where we are staying that morning.,0.00,JPY,2026-08-22T10:00:00+05:30,rejected,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_db7e223d,itn_70619162,usr_20ea4b19,add,,poi,poi_90b70970,Add: Watchtower Terrace,Two of us have already seen the original.,-400.00,INR,2026-08-21T10:00:00+05:30,open,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_bf32c78a,itn_a68922ae,usr_61710d50,reschedule,itm_eb7ce056,poi,poi_9a9d7e0e,Reschedule: City Walls Walk,"Opens at six, so it works before the train.",14.49,SGD,2026-08-10T10:00:00+05:30,rejected,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4b89b805,itn_ed3c670e,usr_356f993d,remove,itm_fd4386aa,poi,poi_6e8951e7,Remove: Textile Museum,"Opens at six, so it works before the train.",0.00,INR,2026-08-17T10:00:00+05:30,rejected,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_794475ce,itn_c49c528c,usr_80a41666,remove,itm_1f779a43,poi,poi_277d6ca8,Remove: Kuala Lumpur Bazaar,Two of us have already seen the original.,350.00,INR,2026-08-26T10:00:00+05:30,rejected,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a283f528,itn_2ddbf515,usr_98ca8444,reschedule,itm_b6a691d2,poi,poi_c8a30b2b,Reschedule: Riverside Ghats,Cheaper and closer to where we are staying that morning.,0.00,INR,2026-08-15T10:00:00+05:30,open,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_b42c7fb9,itn_6d38e158,usr_45175b03,replace,itm_7a3073ab,poi,poi_d0aa4cac,Replace: Watchtower Terrace,Cheaper and closer to where we are staying that morning.,2400.00,INR,2026-08-11T10:00:00+05:30,open,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_006f97ae,itn_981276ea,usr_bbd1ced8,add,,poi,poi_691b9d78,Add: Kayaking at Zurich,The forecast is bad that afternoon.,350.00,INR,2026-08-05T10:00:00+05:30,open,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_8480b8f0,itn_d2575128,usr_a9e888d0,reschedule,itm_ca6c8893,poi,poi_b9b35115,Reschedule: Paragliding Launch,Cheaper and closer to where we are staying that morning.,0.00,MVR,2026-08-14T10:00:00+05:30,open,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_92494237,itn_d254bc79,usr_47d7ab5a,reschedule,itm_ff121a71,poi,poi_2254e322,Reschedule: Spice Market Walk,"Opens at six, so it works before the train.",-12.60,CHF,2026-08-14T10:00:00+05:30,expired,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_b1f64a2a,itn_c4480014,usr_0e9166f0,reschedule,itm_25b74094,poi,poi_4c0e8968,Reschedule: Hot Air Balloon Field,,0.00,INR,2026-08-12T10:00:00+05:30,expired,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_fed0eff7,itn_ace8b39f,usr_172e9767,replace,itm_e7514d4e,poi,poi_4c87ddee,Replace: Antique Lane,Two of us have already seen the original.,2400.00,INR,2026-08-24T10:00:00+05:30,rejected,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a3780785,itn_7cd8db2d,usr_2182a4d3,add,,poi,poi_ae95e1be,Add: Hot Springs,"Opens at six, so it works before the train.",900.00,INR,2026-08-24T10:00:00+05:30,rejected,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_fc58c269,itn_440e1f0d,usr_c94b68cc,remove,itm_d1695005,poi,poi_65054389,Remove: Lighthouse Beach,"Opens at six, so it works before the train.",350.00,INR,2026-07-30T10:00:00+05:30,expired,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a6af81c4,itn_a30f3ad8,usr_5e4aa2d9,remove,itm_0b51bd88,poi,poi_666004ed,Remove: Rock Climbing Wall,Cheaper and closer to where we are staying that morning.,0.00,INR,2026-08-04T10:00:00+05:30,open,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_5f934f07,itn_6dcf0f97,usr_edf2bbfa,reschedule,itm_5bd5c700,poi,poi_58124e0f,Reschedule: Textile Museum,Cheaper and closer to where we are staying that morning.,350.00,INR,2026-08-25T10:00:00+05:30,rejected,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a9c05ff2,itn_5845a2f4,usr_71852a92,replace,itm_6b5df4c3,poi,poi_65054389,Replace: Lighthouse Beach,"Opens at six, so it works before the train.",0.00,INR,2026-07-30T10:00:00+05:30,expired,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_8d4a44fd,itn_50ec69af,usr_fa851b11,add,,poi,poi_faf99e79,Add: North Beach,,637.00,JPY,2026-08-09T10:00:00+05:30,accepted,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_d7f1d679,itn_2430ad18,usr_5f5edf0f,reschedule,itm_c710fd52,poi,poi_a7aaf961,Reschedule: Butterfly Reserve,"Opens at six, so it works before the train.",350.00,INR,2026-07-31T10:00:00+05:30,accepted,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_45ec5348,itn_e186eccf,usr_d3acd59c,remove,itm_7a99fc80,poi,poi_ee0bae13,Remove: Jain Temple Complex,The forecast is bad that afternoon.,2400.00,INR,2026-08-22T10:00:00+05:30,expired,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_f86d75af,itn_3ba58320,usr_fedbd227,replace,itm_29af62b7,poi,poi_78cfd33b,Replace: Spice Market Walk,,-19.32,SGD,2026-08-02T10:00:00+05:30,open,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_e885c1ca,itn_e937b578,usr_2e849b83,add,,poi,poi_935b4fdb,Add: Elephant Camp,The forecast is bad that afternoon.,-1200.00,INR,2026-08-07T10:00:00+05:30,accepted,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_56b2be64,itn_37ba8659,usr_05306731,remove,itm_4a11ad88,poi,poi_6db4edc9,Remove: Blue Pottery Workshop,,900.00,INR,2026-08-21T10:00:00+05:30,open,2026-07-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_1e65b105,itn_69384096,usr_de0e4344,replace,itm_38f63db9,poi,poi_9f8da737,Replace: Hot Springs,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-27T10:00:00+05:30,expired,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_28bca45f,itn_ce1b90a3,usr_bc9d20fa,reschedule,itm_8aa15bbf,poi,poi_11e2b165,Reschedule: Hot Springs,Two of us have already seen the original.,0.00,INR,2026-08-19T10:00:00+05:30,rejected,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_28bc0efd,itn_3830295d,usr_e21b6644,add,,poi,poi_36527647,Add: Rooftop Live Music,Cheaper and closer to where we are staying that morning.,0.00,INR,2026-08-05T10:00:00+05:30,open,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_06254c76,itn_93d128f1,usr_8b3ba681,reschedule,itm_eca19feb,poi,poi_72043b54,Reschedule: City Walls Walk,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-26T10:00:00+05:30,rejected,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_1565caa4,itn_04ee9581,usr_3495d8ed,add,,poi,poi_49b7b32e,Add: Kayaking at Kochi,Two of us have already seen the original.,900.00,INR,2026-08-05T10:00:00+05:30,rejected,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c1ca0b81,itn_bb8ca529,usr_1ef037a0,replace,itm_44b4364f,poi,poi_7d154e6e,"Replace: Gallery of Modern Art, Mumbai",,-1920.00,NPR,2026-07-29T10:00:00+05:30,open,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4f31896d,itn_c6215f9f,usr_9db3efff,remove,itm_13c863c8,poi,poi_7f6561ec,Remove: Jaipur Bazaar,Cheaper and closer to where we are staying that morning.,68250.00,IDR,2026-08-14T10:00:00+05:30,open,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_f05bb784,itn_6c928f45,usr_35d340e3,reschedule,itm_b2def492,poi,poi_584276b6,Reschedule: Nainital Temple,"Opens at six, so it works before the train.",175500.00,IDR,2026-08-19T10:00:00+05:30,open,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_d5db1cd1,itn_4eec699c,usr_78afc45f,replace,itm_5dcb7a01,poi,poi_41745331,Replace: Mumbai Temple,,-400.00,INR,2026-08-03T10:00:00+05:30,expired,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_0b40ae23,itn_595c4bfc,usr_6c3fae7b,remove,itm_5aba0993,poi,poi_2ddbef11,Remove: Tea Estate Trail,,0.00,INR,2026-08-17T10:00:00+05:30,accepted,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_e652837e,itn_4dc58042,usr_5bbebfef,add,,poi,poi_c21309f4,Add: Sunset Point,,560.00,NPR,2026-08-13T10:00:00+05:30,accepted,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_6ed7fa9d,itn_4f5236c5,usr_7fa0a9c6,add,,poi,poi_eef7f325,Add: Rooftop Live Music,Two of us have already seen the original.,468000.00,IDR,2026-08-14T10:00:00+05:30,open,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4736ac70,itn_5045021f,usr_5d24ab68,remove,itm_4ab24c97,poi,poi_aef75f2a,Remove: Rooftop Live Music,,-400.00,INR,2026-08-15T10:00:00+05:30,open,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_c8b93052,itn_629d1e79,usr_d1c73fb8,reschedule,itm_c0825549,poi,poi_faf99e79,Reschedule: North Beach,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-25T10:00:00+05:30,rejected,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a8d4af25,itn_69c37a2b,usr_6bf6f0c2,add,,poi,poi_46ade188,Add: Maritime Museum,,0.00,INR,2026-08-11T10:00:00+05:30,accepted,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_a080f1b7,itn_d193d75c,usr_22e61dad,reschedule,itm_3a2948da,poi,poi_6d8ec0be,Reschedule: Ayurveda Centre,Two of us have already seen the original.,900.00,INR,2026-08-24T10:00:00+05:30,accepted,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_e307796e,itn_da43465b,usr_ae35e63d,reschedule,itm_54b9dfb7,poi,poi_b6e36b7d,Reschedule: Watchtower Terrace,Two of us have already seen the original.,-400.00,INR,2026-08-25T10:00:00+05:30,rejected,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_556782d3,itn_a88afdee,usr_065fbc7f,add,,poi,poi_ee9f14ca,Add: Crocodile Park,The forecast is bad that afternoon.,900.00,INR,2026-08-15T10:00:00+05:30,accepted,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_680bf270,itn_c08c070b,usr_492b38ba,reschedule,itm_e51ce6cc,poi,poi_63cd6ccb,Reschedule: Ayurveda Centre,"Opens at six, so it works before the train.",-400.00,INR,2026-08-14T10:00:00+05:30,accepted,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_33d730e6,itn_b346a997,usr_9738df4b,replace,itm_d7339571,poi,poi_7d81053b,Replace: Maritime Museum,The forecast is bad that afternoon.,-1200.00,INR,2026-08-07T10:00:00+05:30,accepted,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_898b6972,itn_2c21d62f,usr_81ed406f,replace,itm_1b0afc68,poi,poi_d158bf55,Replace: Leh Bird Sanctuary,The forecast is bad that afternoon.,147.35,THB,2026-08-19T10:00:00+05:30,expired,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_b6a44052,itn_73027987,usr_cb3be250,replace,itm_83bf2bd1,poi,poi_fec61450,Replace: Jain Temple Complex,,-400.00,BTN,2026-08-20T10:00:00+05:30,rejected,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_b0a58296,itn_7eeb931b,usr_7b4006b0,replace,itm_12e67062,poi,poi_e4abebbd,"Replace: Jazz Cellar, Jodhpur",Two of us have already seen the original.,2400.00,INR,2026-08-22T10:00:00+05:30,open,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_f1e10c13,itn_b57b0ea1,usr_6498a0a8,add,,poi,poi_08ddfd62,Add: Watchtower Terrace,Two of us have already seen the original.,2400.00,INR,2026-08-02T10:00:00+05:30,expired,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_9ac8fe9b,itn_42158737,usr_268fdb85,add,,poi,poi_ba79f08d,Add: Great Mosque of Shillong,The forecast is bad that afternoon.,0.00,INR,2026-08-21T10:00:00+05:30,open,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_be6fe96f,itn_c554ffea,usr_1bd9093b,add,,poi,poi_c409f08b,Add: Butterfly Reserve,Cheaper and closer to where we are staying that morning.,0.00,INR,2026-07-29T10:00:00+05:30,expired,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_16e0326c,itn_d3cf0d4f,usr_fd9d50a7,add,,poi,poi_2ddbef11,Add: Tea Estate Trail,"Opens at six, so it works before the train.",-400.00,INR,2026-07-29T10:00:00+05:30,rejected,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_0b99abcc,itn_07c3bf53,usr_fd8f7b49,add,,poi,poi_0fa49039,Add: Hot Springs,Cheaper and closer to where we are staying that morning.,350.00,INR,2026-08-22T10:00:00+05:30,expired,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_77cf5452,itn_f9902e84,usr_893bfbd9,add,,poi,poi_ff07508e,Add: Handloom Cooperative,"Opens at six, so it works before the train.",15.30,QAR,2026-08-22T10:00:00+05:30,expired,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_ae7849b8,itn_c3f03f62,usr_79248234,remove,itm_c169d3d8,poi,poi_671bd504,Remove: Kayaking at Aurangabad,,-1200.00,INR,2026-08-15T10:00:00+05:30,open,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_76f310cb,itn_1b3b3a2a,usr_6361ffdd,add,,poi,poi_ee45a4c9,Add: North Beach,,105.84,AED,2026-08-06T10:00:00+05:30,rejected,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_3a0ba250,itn_405eacc5,usr_40edb5af,replace,itm_38674216,poi,poi_6a46e565,Replace: North Beach,Cheaper and closer to where we are staying that morning.,-1200.00,INR,2026-08-11T10:00:00+05:30,open,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_e8cec911,itn_8864af49,usr_5307f01f,remove,itm_1f828b1c,poi,poi_efe6c1a0,Remove: Tea Estate Trail,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-19T10:00:00+05:30,rejected,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_68368ebc,itn_af3c4cb8,usr_d7bc2e8d,add,,poi,poi_0aa7daf7,Add: Hilltop Shrine,Cheaper and closer to where we are staying that morning.,0.00,MVR,2026-08-27T10:00:00+05:30,rejected,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_d5765c85,itn_8a7eee4e,usr_4d83499f,remove,itm_14f02d8e,poi,poi_5252b3dc,Remove: Coffee Roastery Tour,,-1200.00,INR,2026-08-06T10:00:00+05:30,expired,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4140a7e7,itn_0282a4a3,usr_bac1ae76,add,,poi,poi_19ef3aca,Add: Great Mosque of Lucknow,Two of us have already seen the original.,350.00,INR,2026-08-06T10:00:00+05:30,expired,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_6044ad3e,itn_ec76756e,usr_d3acd59c,add,,poi,poi_ff07508e,Add: Handloom Cooperative,,-1200.00,INR,2026-07-30T10:00:00+05:30,expired,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_0ececf3f,itn_a6262c9f,usr_0021edc6,remove,itm_58d25c96,poi,poi_b97083bd,Remove: Textile Museum,,350.00,INR,2026-08-18T10:00:00+05:30,open,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_2ad10911,itn_721f890f,usr_cb3be250,add,,poi,poi_ba424444,Add: Royal Cenotaphs,,350.00,INR,2026-08-03T10:00:00+05:30,accepted,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_4b076353,itn_7ebf6e90,usr_0389057b,remove,itm_66c20f8d,poi,poi_b76d6bf5,Remove: Riverside Ghats,,-1200.00,INR,2026-08-01T10:00:00+05:30,rejected,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_7ae2382b,itn_6f752443,usr_7a1346e6,add,,poi,poi_c3285efc,Add: Butterfly Reserve,"Opens at six, so it works before the train.",-1200.00,INR,2026-08-18T10:00:00+05:30,rejected,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_5dd1bb30,itn_1d6f9722,usr_8eb4e3e7,add,,poi,poi_36344a67,Add: Night Food Bazaar,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-21T10:00:00+05:30,open,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_653e72ab,itn_27915333,usr_72d88a70,reschedule,itm_c9520b13,poi,poi_0419848e,Reschedule: Cooking Class at Old Town,Cheaper and closer to where we are staying that morning.,900.00,INR,2026-08-18T10:00:00+05:30,open,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
prp_62176990,itn_35492b22,usr_e95757cb,add,,poi,poi_9c0a82f7,Add: Paragliding Launch,Cheaper and closer to where we are staying that morning.,0.00,INR,2026-08-11T10:00:00+05:30,accepted,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
