vote_id,proposal_id,user_id,value,weight,comment,cast_at,updated_at
vot_6f030a4d,prp_f3f27250,usr_712600f0,yes,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2f23d9e9,prp_24fe95b6,usr_ee605ce4,no,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7acf46c5,prp_24fe95b6,usr_be4ecc52,no,1.5,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2dd1ec51,prp_848e4457,usr_78bb2d82,yes,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0851c3c4,prp_848e4457,usr_737d4dab,yes,1.5,Strongly prefer this.,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8ed51bd3,prp_848e4457,usr_8cace6bd,yes,1.5,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2e579008,prp_848e4457,usr_6cdfb2c8,yes,1.5,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_58339f3d,prp_f92c6676,usr_6c3fae7b,no,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9a8acc7e,prp_f92c6676,usr_e2490a9e,no,1,Only if we skip the museum.,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0022cb97,prp_1e499ce7,usr_7faf6134,yes,1.5,Only if we skip the museum.,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e2254247,prp_1e499ce7,usr_d1a44892,no,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a437b06a,prp_1e499ce7,usr_3e25dcc6,yes,1,Only if we skip the museum.,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8653fcdc,prp_a6277b8e,usr_e076a69d,no,1,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_31fe5394,prp_a6277b8e,usr_85c09ee4,yes,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5786961b,prp_25565624,usr_ee5c9717,yes,1,Only if we skip the museum.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_99b5f47f,prp_25565624,usr_57890fbe,yes,1,Only if we skip the museum.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_855eef0d,prp_25565624,usr_13d8f6bd,no,1,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_401dbca8,prp_44f28cb2,usr_5f22c672,yes,1,Only if we skip the museum.,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8a44c552,prp_44f28cb2,usr_5d8450f0,yes,1,Only if we skip the museum.,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8b14703d,prp_4ec08699,usr_0e3a6945,yes,1,,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c4060227,prp_4ec08699,usr_969a0636,yes,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_99ba05ca,prp_937522ce,usr_b831f448,no,1,Fine either way.,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4ce22db0,prp_937522ce,usr_fe056e56,abstain,1,Fine either way.,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_673a7334,prp_43e8922b,usr_a9e888d0,no,1,,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ed716454,prp_43e8922b,usr_f52d271a,no,1,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b3156c4d,prp_ae2921be,usr_2bd5e70b,yes,1,,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6b98ee8c,prp_ae2921be,usr_5ffc5ee5,yes,1.5,Strongly prefer this.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0a4c4e7d,prp_ae2921be,usr_9474016b,yes,1.5,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0d420d61,prp_25340057,usr_b3f2baa1,yes,1,Strongly prefer this.,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2afcb7d5,prp_25340057,usr_aaf1c470,no,1,,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_fccd9b7d,prp_1c70af45,usr_3134253d,no,1,No — too far.,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8f8ba36f,prp_1c70af45,usr_e60873aa,yes,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3a14dbeb,prp_1c70af45,usr_21700d8e,yes,1.5,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3838ed72,prp_d5436308,usr_e459a18c,no,1,Fine either way.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e4ab5552,prp_d5436308,usr_d20b2a69,no,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4a6383fd,prp_e670601c,usr_d73f4c7f,yes,1,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_feb799cd,prp_e670601c,usr_02b3a36d,no,1,Fine either way.,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9dc4b0ee,prp_506be15b,usr_35d340e3,abstain,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b6b8025f,prp_506be15b,usr_9d604e2e,yes,1.5,No — too far.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_336324c0,prp_506be15b,usr_5527167d,no,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bc8cae7f,prp_0b7c3f95,usr_f23dc3eb,yes,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7e57badf,prp_0b7c3f95,usr_bc4a9809,yes,1,Strongly prefer this.,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_465ad508,prp_0b7c3f95,usr_506012f1,no,1.5,No — too far.,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ad6377b4,prp_d8fc1d5f,usr_e9d7fa81,no,1,,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1a6693c0,prp_d8fc1d5f,usr_63d6db20,no,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7821d980,prp_f5aae4fa,usr_e1f3dfbc,yes,1.5,,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b156eeed,prp_f5aae4fa,usr_8d55da4d,no,1.5,Only if we skip the museum.,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7ed20c64,prp_f5aae4fa,usr_4f00071d,abstain,1,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0971ffd7,prp_4ce7670c,usr_50bced56,abstain,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ee87dfab,prp_4ce7670c,usr_54e0dc44,no,1.5,No — too far.,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_48c92acc,prp_4ce7670c,usr_64eaee79,yes,1,Only if we skip the museum.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8a05c307,prp_4ce7670c,usr_525b1d3c,yes,1,Only if we skip the museum.,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7b7d1aa4,prp_da52fddd,usr_0dc99bd5,abstain,1.5,Fine either way.,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_435ed96d,prp_da52fddd,usr_3d2f73ea,no,1.5,Only if we skip the museum.,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3aa105e2,prp_8aef52c4,usr_fcd9bdf6,yes,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_cc666f44,prp_8aef52c4,usr_840ca16a,yes,1.5,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c4c83fea,prp_8aef52c4,usr_ae648c19,no,1,No — too far.,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_618136e6,prp_8aef52c4,usr_b8d03703,yes,1.5,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_17025bbb,prp_1bfef418,usr_701b0010,yes,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c73653ad,prp_1bfef418,usr_ae35e63d,yes,1,,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0e7962aa,prp_bacb93d0,usr_f3d35bfe,yes,1,No — too far.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_62f50618,prp_bacb93d0,usr_cb0928ac,abstain,1.5,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_cefc4286,prp_bacb93d0,usr_4794174d,yes,1.5,Only if we skip the museum.,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_75629e8c,prp_662aeb06,usr_ae377360,no,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7b282bac,prp_662aeb06,usr_3b70ae01,abstain,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0626c6a7,prp_b8295b8c,usr_4022bd9b,yes,1,Fine either way.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_fdf98bcd,prp_b8295b8c,usr_6e3b5c10,no,1,,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_df8d7d17,prp_b4de7d46,usr_3190040f,yes,1,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bae8545e,prp_b4de7d46,usr_e528f9b0,yes,1,Strongly prefer this.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8c7f0076,prp_1cafe02d,usr_050830ac,yes,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1494ce63,prp_1cafe02d,usr_44ef2e9c,abstain,1.5,No — too far.,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d156b0e2,prp_1cafe02d,usr_0b483652,yes,1,,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_efe35c55,prp_732f74a0,usr_55b114d5,no,1,,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9fdc532b,prp_732f74a0,usr_3f4f4c52,no,1.5,Only if we skip the museum.,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_100ba266,prp_732f74a0,usr_d981bf20,yes,1,,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_fb14d900,prp_732f74a0,usr_ddfd9a4a,no,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8dee9bc4,prp_dfd0b516,usr_0c1ce238,no,1,,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_98e2068b,prp_dfd0b516,usr_76c235d5,yes,1,Fine either way.,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0337467c,prp_cffe1a8b,usr_22e61dad,yes,1.5,Only if we skip the museum.,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7bb8b662,prp_cffe1a8b,usr_7e72b295,abstain,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e5d1033b,prp_1c1d205f,usr_268fdb85,yes,1,Strongly prefer this.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_3702de01,prp_1c1d205f,usr_57890fbe,yes,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_61fa062f,prp_1c1d205f,usr_1501196b,yes,1,,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f9f02bab,prp_1c1d205f,usr_af17aeaa,no,1,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6b4a02c6,prp_2659f7df,usr_ab3f6d18,yes,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_723be4eb,prp_2659f7df,usr_40edb5af,no,1,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_40400abe,prp_2659f7df,usr_a7185e16,no,1,No — too far.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d484e03f,prp_ab0c0326,usr_bedf358a,yes,1.5,Only if we skip the museum.,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c47fa219,prp_ab0c0326,usr_4caa1cc0,yes,1.5,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6e25f6e8,prp_ab0c0326,usr_2de68d4f,no,1,,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_66669cb3,prp_10281ed5,usr_2a2841d1,no,1,,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b872dc50,prp_10281ed5,usr_1cec1f14,yes,1,,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2661f6dc,prp_397d154a,usr_ea479c41,yes,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6424cd69,prp_397d154a,usr_6479c45c,no,1,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e3e186e8,prp_397d154a,usr_7101a5b5,no,1,Only if we skip the museum.,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d4fd1e05,prp_a4fa8927,usr_17083a9e,yes,1.5,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_fac3cef0,prp_a4fa8927,usr_07f03d4c,yes,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_259265c6,prp_69fd12c3,usr_6a108f4e,yes,1.5,,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_afcca3fe,prp_69fd12c3,usr_6feac3d4,no,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a1af619d,prp_2def65e3,usr_4f00071d,yes,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_eee452fa,prp_2def65e3,usr_79248234,yes,1.5,Fine either way.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_616f3353,prp_3f99ede5,usr_cc3e5793,no,1,Strongly prefer this.,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5df08be8,prp_3f99ede5,usr_0e5a0620,yes,1.5,Only if we skip the museum.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_75c4f981,prp_3f99ede5,usr_63d19d4c,yes,1.5,Strongly prefer this.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a6bd88f7,prp_c581cd7e,usr_22e61dad,abstain,1,Only if we skip the museum.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_92a4bf98,prp_c581cd7e,usr_13d8f6bd,yes,1,Strongly prefer this.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_636718b7,prp_c581cd7e,usr_2808d36a,yes,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e9812fa6,prp_c581cd7e,usr_cea18c83,abstain,1,,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d81bf791,prp_91ce254d,usr_9cb9eedc,no,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7bcd82ba,prp_91ce254d,usr_beeb010f,yes,1,No — too far.,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_74cdfd02,prp_9a6c080d,usr_77e91c3a,yes,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_7a166586,prp_9a6c080d,usr_74e3ecb1,no,1,Only if we skip the museum.,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_19b74c66,prp_39ec0825,usr_9694b4a3,yes,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_296b251e,prp_39ec0825,usr_aef2d4f6,yes,1,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_596dfaaf,prp_39ec0825,usr_12f95c97,yes,1.5,,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_815ac442,prp_a440fb3a,usr_d1506bce,no,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_d572126d,prp_a440fb3a,usr_9cb9eedc,yes,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ee9761e3,prp_a440fb3a,usr_f4293e56,yes,1,Only if we skip the museum.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_40900b9a,prp_a440fb3a,usr_6b052f91,yes,1,,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e20ad67c,prp_dd6f72cb,usr_1e3c81bb,yes,1,No — too far.,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9dec2ac0,prp_dd6f72cb,usr_4e1b489a,abstain,1,No — too far.,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f6998504,prp_dd6f72cb,usr_36c3dbed,no,1,Fine either way.,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_431b68eb,prp_1c07f049,usr_a6999f45,yes,1,Only if we skip the museum.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_dad7f370,prp_1c07f049,usr_72d88a70,no,1,Fine either way.,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_07cc757f,prp_877fe0b1,usr_bf89afd1,yes,1,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ef775616,prp_877fe0b1,usr_91afdeed,yes,1,No — too far.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6e645795,prp_877fe0b1,usr_671138ff,yes,1,Only if we skip the museum.,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bb83539a,prp_fed65d1e,usr_ede8042e,yes,1,,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4543152c,prp_fed65d1e,usr_e2ca58e8,yes,1.5,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_60d6d6b9,prp_fed65d1e,usr_65b43f7e,no,1,No — too far.,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e02d3362,prp_fed65d1e,usr_81dbf021,no,1.5,No — too far.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_642f34ce,prp_1775f243,usr_51983e08,no,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8e1fe466,prp_1775f243,usr_63531f2d,yes,1,,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_64586668,prp_9f4d0ba6,usr_d23b92e9,yes,1.5,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_6fc28afc,prp_9f4d0ba6,usr_0c1ce238,yes,1,,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2663632c,prp_9f4d0ba6,usr_b11d6d2c,yes,1,Only if we skip the museum.,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0822e232,prp_43dbef8b,usr_90afe18c,no,1,Only if we skip the museum.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_819d0e97,prp_43dbef8b,usr_5f3244b4,yes,1,,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a4788d4e,prp_43dbef8b,usr_b8779399,no,1.5,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2a33457b,prp_ec82a7a0,usr_db37359e,no,1.5,Strongly prefer this.,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_23786cd3,prp_ec82a7a0,usr_c61e810b,abstain,1,,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_666caab6,prp_ec82a7a0,usr_b0226153,abstain,1.5,,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_65672c0e,prp_126c998f,usr_b86dd891,no,1,,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_cd186010,prp_126c998f,usr_8700ba48,yes,1,,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_52e44f8e,prp_126c998f,usr_76043d79,abstain,1.5,No — too far.,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9b11d7d1,prp_126c998f,usr_9937a749,no,1,,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4c7b08af,prp_8c232d5d,usr_2881e5be,yes,1,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_c6597fa3,prp_8c232d5d,usr_5bfe40e4,no,1,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8ad7a5d6,prp_8c232d5d,usr_6e6d6fef,no,1,Fine either way.,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f9d3c7f8,prp_81e75ca8,usr_991a1e29,yes,1,Fine either way.,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1ad41ce2,prp_81e75ca8,usr_228f37bd,no,1,,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2b6c764d,prp_e1f8669f,usr_07f03d4c,yes,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_522518ef,prp_e1f8669f,usr_6e6d6fef,yes,1.5,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_195dabad,prp_ae0067fe,usr_6a108f4e,yes,1.5,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_1e1b9724,prp_ae0067fe,usr_50bcfb30,no,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_4d19a710,prp_ae0067fe,usr_810e7b81,abstain,1.5,,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f9e36ff5,prp_28634043,usr_6dabe38f,yes,1,Fine either way.,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_30d4b844,prp_28634043,usr_3127972d,no,1,,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_69bed6a4,prp_28634043,usr_afaebefa,yes,1,No — too far.,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f4ece80a,prp_28634043,usr_90a46b92,yes,1,Fine either way.,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0070c64f,prp_5b62b61d,usr_0c1ce238,no,1.5,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a4195f89,prp_5b62b61d,usr_ef2f6a43,yes,1,Strongly prefer this.,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_df127e54,prp_5b62b61d,usr_b376fa1f,abstain,1,Strongly prefer this.,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_579d9bd5,prp_b67a1abe,usr_7f6d27fe,no,1,,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_0d0cca70,prp_b67a1abe,usr_e9e3f281,yes,1,,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_719e7e6e,prp_5d63f02f,usr_aef2d4f6,yes,1,Strongly prefer this.,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_02a6ba0f,prp_5d63f02f,usr_ce2e54f4,yes,1.5,,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_aed7db34,prp_cca23294,usr_02b3a36d,no,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_a4a8b259,prp_cca23294,usr_8ed02105,yes,1.5,Fine either way.,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_72ce962c,prp_8a410106,usr_4012e3f7,no,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_40ee3a68,prp_8a410106,usr_1217680f,yes,1,,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_bd498d35,prp_c2cfb18f,usr_05fc06c6,yes,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ae2588f4,prp_c2cfb18f,usr_f52d271a,yes,1,,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b2ad2948,prp_3200bf81,usr_0a7c6097,abstain,1,,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_b35a7e20,prp_3200bf81,usr_55a04c8d,no,1,,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e3f49a8c,prp_3200bf81,usr_64eaee79,yes,1,Strongly prefer this.,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_846d460f,prp_3200bf81,usr_b27d9336,abstain,1,,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e66fa8d7,prp_c4b0af76,usr_2433031a,no,1.5,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_51c3967a,prp_c4b0af76,usr_508f15f0,yes,1,,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_2815aa61,prp_2e216752,usr_2fca7c46,yes,1,Only if we skip the museum.,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_e85fe41a,prp_2e216752,usr_e6dcafe4,yes,1,,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_9cfa6df0,prp_2e216752,usr_6c5b2519,yes,1.5,Strongly prefer this.,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_49c7941c,prp_855e9211,usr_2da5bb04,no,1,,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_367825ec,prp_855e9211,usr_2b053270,no,1.5,,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_ad195430,prp_db7e223d,usr_cb3be250,abstain,1,Fine either way.,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_5e7f033c,prp_db7e223d,usr_67d03584,no,1,,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_134d819e,prp_db7e223d,usr_acbd09a0,no,1,,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f64cd0cf,prp_db7e223d,usr_20ea4b19,yes,1.5,Strongly prefer this.,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_8f2b839b,prp_bf32c78a,usr_61710d50,no,1,Strongly prefer this.,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_f1209ac9,prp_bf32c78a,usr_d17a8cab,yes,1,,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_84422e19,prp_4b89b805,usr_356f993d,no,1,,2026-08-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_49274e06,prp_4b89b805,usr_ca0410cb,no,1.5,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_24ec0c6e,prp_4b89b805,usr_bc67142c,yes,1,,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
vot_943c2141,prp_4b89b805,usr_464e9998,no,1.5,Fine either way.,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
