interaction_id,user_id,entity_type,entity_id,interaction_type,occurred_at,dwell_seconds,position_in_list,query_text,query_language,channel,session_id,implicit_rating
uix_e2da17ff,usr_57995796,poi,poi_55ce6c84,click,2025-12-31T02:15:00+05:30,,20,,,web,ses_cf78f5e6e508,0.42
uix_1a8c6d30,usr_57995796,poi,poi_789930fb,view,2025-08-29T16:15:00+05:30,10,8,,,web,ses_f8476a870f08,0.33
uix_d3c71886,usr_57995796,poi,poi_2da4d492,click,2026-05-15T19:15:00+05:30,,3,,,mobile_app,ses_30d447eab24d,0.45
uix_6a99e13f,usr_57995796,poi,poi_11738258,view,2026-02-01T03:00:00+05:30,13,16,,,mobile_app,ses_f1b2f35a855c,0.34
uix_88d4a403,usr_57995796,poi,poi_ea89965b,dismiss,2026-04-21T11:45:00+05:30,,,,,web,ses_3cd9ec507a9b,-0.52
uix_ae01f5cc,usr_57995796,poi,poi_aef75f2a,view,2026-04-02T21:30:00+05:30,66,23,,,web,ses_c0215f130536,
uix_28a69d9b,usr_57995796,poi,poi_90ae8bdc,view,2026-06-03T23:45:00+05:30,5,24,,,web,ses_40654796e017,0.28
uix_97969ec8,usr_57995796,poi,poi_f9f12b4d,click,2026-01-28T05:45:00+05:30,,8,,,mobile_app,ses_a8aa9c582aa3,0.52
uix_bb901e90,usr_57995796,poi,poi_9b3237a3,view,2026-03-03T07:15:00+05:30,32,8,,,agent,ses_434f21391a85,
uix_0da32285,usr_57995796,poi,poi_216c247f,like,2026-03-04T03:45:00+05:30,,,,,mobile_app,ses_8d4aa49be872,0.76
uix_bdc526fb,usr_57995796,poi,poi_b7e5ce86,view,2025-09-20T05:45:00+05:30,24,16,,,mobile_app,ses_437e37931880,0.38
uix_232600e7,usr_57995796,poi,poi_b95f08bb,view,2026-04-04T07:30:00+05:30,30,14,,,web,ses_42d542b88456,0.28
uix_049e4ed9,usr_57995796,poi,poi_465030ce,view,2026-05-03T14:00:00+05:30,31,2,,,mobile_app,ses_ee2c08cdedcf,0.22
uix_110aae5d,usr_57995796,poi,poi_217fa998,view,2026-06-21T11:45:00+05:30,36,10,,,web,ses_ba1b43679335,0.24
uix_6c20431a,usr_57995796,poi,poi_f180e07b,search,2026-03-03T21:30:00+05:30,,,family hotel with a kids pool,hi,mobile_app,ses_9939e85b059f,0.13
uix_076f112f,usr_57995796,hotel,htl_8dd76814,search,2025-11-24T03:45:00+05:30,,,sunset viewpoint that is not crowded,en-IN,web,ses_89f3fe98f152,0.02
uix_40d338f7,usr_57995796,poi,poi_26fca860,search,2025-10-17T23:00:00+05:30,,,family hotel with a kids pool,en-IN,mobile_app,ses_960ec065773b,
uix_46342874,usr_57995796,hotel,htl_bf678135,view,2025-07-25T07:15:00+05:30,82,15,,,web,ses_ffb1188bc947,0.36
uix_6181de1d,usr_57995796,poi,poi_ca7308ec,save,2026-03-02T22:15:00+05:30,,,,,mobile_app,ses_fdf35ee7e431,0.91
uix_206a530c,usr_57995796,hotel,htl_dc149b42,search,2026-05-04T08:00:00+05:30,,,step free hotel in the old town,en-IN,web,ses_6814021df351,
uix_fb244fd3,usr_57995796,poi,poi_2da4d492,dismiss,2026-05-18T03:30:00+05:30,,,,,web,ses_d26e3746caea,
uix_3313fdea,usr_57995796,hotel,htl_fd99a5e3,click,2026-06-27T02:45:00+05:30,,1,,,web,ses_11aa0e76fb07,0.56
uix_8263a456,usr_57995796,poi,poi_0b3e375a,save,2025-11-09T18:15:00+05:30,,,,,mobile_app,ses_740921609745,
uix_78e92c68,usr_57995796,poi,poi_7a4468c4,save,2026-01-28T22:00:00+05:30,,,,,web,ses_7cbde7fb9762,0.82
uix_48f5e37b,usr_57995796,poi,poi_2ddbef11,view,2026-02-04T13:15:00+05:30,7,8,,,mobile_app,ses_2bc3b8023165,0.32
uix_63c489b0,usr_57995796,poi,poi_31805fa5,search,2026-06-25T12:45:00+05:30,,,sunset viewpoint that is not crowded,hi,agent,ses_918e85e13d54,0
uix_a247fbf1,usr_57995796,poi,poi_855347dc,view,2025-10-23T07:45:00+05:30,55,20,,,mobile_app,ses_d20d395bb1ac,0.2
uix_051efab8,usr_4dc8096b,poi,poi_d537f687,view,2026-06-28T01:15:00+05:30,22,16,,,mobile_app,ses_50fac1bc2430,0.28
uix_5088f70c,usr_4dc8096b,poi,poi_8bbc9fa1,search,2025-10-09T21:00:00+05:30,,,cheap homestay close to the station,en-IN,web,ses_4fdb0a6062b1,0.13
uix_910a35aa,usr_4dc8096b,poi,poi_71db86db,view,2026-08-03T00:00:00+05:30,22,13,,,mobile_app,ses_95e7e382ec8b,0.29
uix_9f8139ee,usr_4dc8096b,poi,poi_c74c12ed,book,2025-12-17T05:45:00+05:30,,,,,web,ses_3d27544012f5,1.01
uix_410d3b5a,usr_4dc8096b,poi,poi_fb163a6d,view,2026-06-27T01:30:00+05:30,14,22,,,web,ses_3972afc1e978,0.27
uix_69c22dde,usr_4dc8096b,poi,poi_f5507243,view,2025-10-09T17:30:00+05:30,6,3,,,partner,ses_b4911defd83e,0.39
uix_46904922,usr_4dc8096b,poi,poi_fad8c27c,click,2025-10-05T08:00:00+05:30,,23,,,web,ses_13783a715f06,0.5
uix_0b3c997b,usr_4dc8096b,poi,poi_5f6b0929,share,2026-05-03T07:00:00+05:30,,,,,web,ses_b314f51e1e9d,
uix_52162df5,usr_5b790166,poi,poi_49b7b32e,click,2025-08-18T02:30:00+05:30,,24,,,web,ses_aadd81ed33fe,0.43
uix_1fd8d546,usr_5b790166,poi,poi_a7c6fce8,like,2025-08-27T17:00:00+05:30,,,,,web,ses_54ab45d6abc3,0.73
uix_e7c2e021,usr_5b790166,poi,poi_bbd7ce43,view,2026-07-18T19:30:00+05:30,10,8,,,mobile_app,ses_93175446cab6,
uix_f2d796fe,usr_5b790166,poi,poi_43837046,view,2026-02-23T14:00:00+05:30,30,10,,,web,ses_e2161b85b569,0.23
uix_d82db2f3,usr_5b790166,hotel,htl_16ca75ac,view,2025-08-27T13:15:00+05:30,16,3,,,mobile_app,ses_0b713b81db53,0.23
uix_208435be,usr_5b790166,poi,poi_55efa344,click,2026-07-20T09:30:00+05:30,,22,,,mobile_app,ses_d826fc55605e,0.53
uix_56bfa3d0,usr_5b790166,poi,poi_6580da95,view,2025-09-10T22:15:00+05:30,45,9,,,web,ses_c62abdfa41fe,
uix_230739a0,usr_5b790166,hotel,htl_df6e2340,book,2025-09-26T13:15:00+05:30,,,,,mobile_app,ses_84fa0beca837,1.06
uix_b27b670a,usr_5b790166,poi,poi_8843e985,save,2026-07-19T17:00:00+05:30,,,,,mobile_app,ses_0b3f70369130,0.82
uix_d4b4235f,usr_5b790166,poi,poi_d10153d7,view,2025-11-23T18:15:00+05:30,33,11,,,mobile_app,ses_dc45c8f850d3,0.25
uix_77b8e9fe,usr_5b790166,hotel,htl_4e4752d8,click,2025-12-22T22:15:00+05:30,,1,,,web,ses_ecf678c5c798,0.5
uix_4828e809,usr_5b790166,hotel,htl_34a81c98,click,2025-10-24T15:00:00+05:30,,11,,,web,ses_b881ea19e9fa,0.5
uix_36e854b0,usr_5b790166,poi,poi_bf53b848,like,2025-10-28T18:00:00+05:30,,,,,mobile_app,ses_544d7f9ce979,0.85
uix_48356020,usr_5b790166,hotel,htl_6cf4a14b,view,2025-11-07T18:30:00+05:30,36,11,,,web,ses_a42ba50eb82e,0.32
uix_f4522b6c,usr_5b790166,poi,poi_671bd504,view,2025-10-10T15:15:00+05:30,16,7,,,partner,ses_1cc2f004d57d,0.4
uix_7d5eaa32,usr_5b790166,poi,poi_58124e0f,click,2026-03-09T08:00:00+05:30,,5,,,mobile_app,ses_882fd67ea392,0.59
uix_945e7991,usr_5b790166,poi,poi_55efa344,view,2025-07-24T13:00:00+05:30,8,11,,,mobile_app,ses_ed417872e526,0.3
uix_765875ad,usr_5b790166,poi,poi_3d47122c,view,2026-02-28T22:45:00+05:30,17,8,,,web,ses_b880efd28260,0.26
uix_38f5ba55,usr_5b790166,poi,poi_c295f116,save,2025-09-28T05:15:00+05:30,,,,,mobile_app,ses_5780bb048276,0.8
uix_5e4fd386,usr_5b790166,hotel,htl_64b0b167,click,2026-06-06T00:30:00+05:30,,14,,,web,ses_fb5a5a09bfa0,0.57
uix_ede70cf1,usr_5b790166,hotel,htl_0e2c0e6e,click,2025-10-18T01:30:00+05:30,,6,,,mobile_app,ses_e8a7d9f1f219,0.44
uix_6dfff0df,usr_5b790166,poi,poi_d94e1880,click,2025-07-25T04:00:00+05:30,,12,,,mobile_app,ses_17d326f06d30,
uix_e6356b24,usr_5b790166,poi,poi_f9f12b4d,search,2026-06-07T01:00:00+05:30,,,vegetarian friendly place near the temple,ta,mobile_app,ses_940265c227dd,0.07
uix_45607193,usr_5b790166,poi,poi_356fc49a,search,2025-08-10T07:30:00+05:30,,,family hotel with a kids pool,en-IN,mobile_app,ses_732c8f45a95d,
uix_d9f86411,usr_5b790166,poi,poi_bd12d26b,click,2025-12-16T07:45:00+05:30,,12,,,mobile_app,ses_48445b5658f3,0.41
uix_47fde881,usr_5b790166,poi,poi_5252b3dc,like,2025-11-06T22:15:00+05:30,,,,,mobile_app,ses_8e0cb7314130,0.89
uix_e07c02c0,usr_5b790166,poi,poi_4014708e,click,2025-07-18T19:30:00+05:30,,11,,,call_centre,ses_41ba197559ca,
uix_2d5b3b5f,usr_5b790166,hotel,htl_a131f5ce,view,2025-08-12T14:45:00+05:30,138,23,,,mobile_app,ses_6011e57b594a,
uix_c3e2d91f,usr_5b790166,hotel,htl_5204cc3f,click,2025-12-22T09:00:00+05:30,,6,,,mobile_app,ses_b426065dc34a,0.48
uix_c44295aa,usr_5b790166,hotel,htl_d149da7c,dismiss,2026-02-15T08:00:00+05:30,,,,,web,ses_2e96913d0782,-0.69
uix_13df5c0c,usr_5b790166,poi,poi_19b1930f,view,2026-03-31T23:30:00+05:30,22,18,,,web,ses_f2fe766af738,
uix_bcf8393e,usr_5b790166,package,pkg_55c9e36a,search,2026-03-03T04:45:00+05:30,,,quiet 4 star near the beach with a pool,ta,mobile_app,ses_307f0b6f2e52,0.09
uix_ae969365,usr_5b790166,poi,poi_55efa344,click,2026-02-11T08:45:00+05:30,,16,,,mobile_app,ses_47c7e2626f90,
uix_95f8379e,usr_5b790166,poi,poi_6949e353,click,2026-03-06T05:00:00+05:30,,18,,,mobile_app,ses_45b1158f6372,0.5
uix_54e2a44a,usr_fe056e56,hotel,htl_29ab8d35,view,2026-01-02T07:15:00+05:30,11,20,,,mobile_app,ses_2238d7320185,
uix_ec7ac7b0,usr_fe056e56,poi,poi_2751dae9,view,2026-04-05T21:00:00+05:30,87,9,,,mobile_app,ses_36f6eb08ef1f,0.38
uix_b511f36d,usr_fe056e56,poi,poi_cc9446c4,click,2026-06-26T02:30:00+05:30,,11,,,web,ses_b4b15e5e190a,0.48
uix_00350b66,usr_fe056e56,poi,poi_d1f05b2f,dismiss,2025-10-31T12:15:00+05:30,,,,,web,ses_3281af6c7fa3,-0.51
uix_ed2f987f,usr_fe056e56,poi,poi_8016ef2b,like,2026-03-24T03:15:00+05:30,,,,,mobile_app,ses_289db405775c,
uix_e1331393,usr_fe056e56,hotel,htl_9fca9e1c,view,2026-03-02T02:45:00+05:30,16,1,,,partner,ses_6da4063247f1,
uix_ec281cd0,usr_fe056e56,hotel,htl_7cacf12d,view,2026-01-31T20:00:00+05:30,109,7,,,web,ses_c3263aedd674,0.34
uix_889c168d,usr_fe056e56,package,pkg_e1ea3274,view,2025-11-11T01:45:00+05:30,12,10,,,mobile_app,ses_6becb3530a8a,0.37
uix_ec30dc53,usr_fe056e56,poi,poi_90858ce4,dismiss,2025-07-27T11:15:00+05:30,,,,,agent,ses_25fe16063d9b,-0.59
uix_21e2fba3,usr_fe056e56,poi,poi_52747f81,click,2025-12-04T07:45:00+05:30,,6,,,web,ses_7afab7b6a4d5,
uix_f5a81816,usr_fe056e56,package,pkg_c3711737,search,2025-10-21T12:00:00+05:30,,,heritage walk with a guide,en-IN,web,ses_30215f8829ed,
uix_b9992a7d,usr_fe056e56,poi,poi_a9d48230,save,2026-06-07T16:30:00+05:30,,,,,web,ses_da98c641c24b,0.94
uix_499d81bd,usr_fe056e56,hotel,htl_7e8acd66,view,2026-07-21T23:45:00+05:30,141,22,,,web,ses_15bdbc8df5c9,0.36
uix_898e932b,usr_fe056e56,poi,poi_6a0f0d6b,view,2026-05-05T10:30:00+05:30,99,4,,,mobile_app,ses_ef793b267a56,0.28
uix_59b6cc9d,usr_fe056e56,poi,poi_cf73dddb,share,2025-10-07T04:00:00+05:30,,,,,mobile_app,ses_60a3c39dff96,0.69
uix_e7879d28,usr_fe056e56,poi,poi_5f6b0929,view,2025-08-22T17:45:00+05:30,19,20,,,mobile_app,ses_96191abcf6d3,0.36
uix_d89ad684,usr_fe056e56,package,pkg_428961ea,search,2026-07-05T16:45:00+05:30,,,sunset viewpoint that is not crowded,en-IN,web,ses_36899fbdfe6f,0.1
uix_5e383189,usr_fe056e56,hotel,htl_e28207c9,click,2025-11-06T08:15:00+05:30,,12,,,partner,ses_b582db427ae4,0.6
uix_4c156293,usr_fe056e56,poi,poi_1e04227a,view,2026-02-10T15:00:00+05:30,6,9,,,web,ses_7f182e10a573,
uix_59e8231d,usr_fe056e56,package,pkg_9653fa98,click,2025-08-10T06:00:00+05:30,,6,,,mobile_app,ses_1fd5b010b9a3,0.49
uix_d39c9671,usr_fe056e56,poi,poi_c3285efc,dismiss,2026-01-23T03:15:00+05:30,,,,,mobile_app,ses_0bf96849e311,-0.59
uix_0f58b9d6,usr_fe056e56,poi,poi_a6ab1a68,search,2026-04-05T16:15:00+05:30,,,street food tour in the evening,en-IN,web,ses_16998c4baea7,0.06
uix_8829e611,usr_fe056e56,hotel,htl_1ef3de6b,dismiss,2026-07-06T03:30:00+05:30,,,,,mobile_app,ses_4e8746251966,
uix_ba616d67,usr_fe056e56,poi,poi_e29c4169,click,2026-05-04T05:45:00+05:30,,2,,,partner,ses_0fb69bf2e5ca,0.43
uix_a1139124,usr_fe056e56,poi,poi_5a3495e1,share,2026-04-08T14:30:00+05:30,,,,,mobile_app,ses_9d2b5fab899e,0.69
uix_00211bb5,usr_fe056e56,poi,poi_7f6561ec,view,2026-01-09T03:15:00+05:30,68,8,,,web,ses_a23b041d0600,
uix_812faeb7,usr_fe056e56,hotel,htl_e64a06ef,search,2026-05-01T13:15:00+05:30,,,cheap homestay close to the station,ta,web,ses_a52c4da0cfc1,0.04
uix_89c9d9b9,usr_fe056e56,poi,poi_2f03bafe,view,2026-03-22T10:30:00+05:30,121,21,,,mobile_app,ses_a5f9ff0e05e5,0.2
uix_73ecc9b1,usr_fe056e56,hotel,htl_be32214e,view,2025-12-21T21:45:00+05:30,27,23,,,web,ses_24e73a30bb8c,0.23
uix_0d7e3819,usr_fe056e56,package,pkg_23879f6a,click,2025-09-17T18:30:00+05:30,,21,,,web,ses_3698b19ba7bd,0.56
uix_391065b8,usr_fe056e56,hotel,htl_dfe97fda,view,2026-08-05T03:45:00+05:30,15,19,,,web,ses_c0e81a60db13,
uix_086fe6ba,usr_fe056e56,hotel,htl_48fec9af,view,2026-03-27T01:30:00+05:30,10,3,,,mobile_app,ses_5082e53bf5db,0.2
uix_4998e64f,usr_fe056e56,poi,poi_29945418,view,2026-05-21T13:00:00+05:30,15,4,,,web,ses_796f0c8b828e,0.21
uix_8dbe4880,usr_04b21637,hotel,htl_a7f2c402,click,2026-04-07T23:00:00+05:30,,18,,,mobile_app,ses_127952820706,
uix_41f1a14b,usr_04b21637,poi,poi_89dfcf7d,click,2025-10-26T20:00:00+05:30,,22,,,mobile_app,ses_4e7f7e88c0d1,0.4
uix_b94157aa,usr_04b21637,hotel,htl_97c0591b,search,2025-11-04T23:45:00+05:30,,,step free hotel in the old town,en-IN,mobile_app,ses_c28c40464dda,0.1
uix_f8430bd3,usr_04b21637,poi,poi_e68abae6,view,2025-07-25T00:45:00+05:30,23,14,,,web,ses_b5dbebd3054a,0.23
uix_e9c5035c,usr_04b21637,poi,poi_96add6ac,click,2026-08-01T01:15:00+05:30,,3,,,partner,ses_87f19ce24651,0.58
uix_3b880b1d,usr_04b21637,poi,poi_c21309f4,search,2025-11-01T12:15:00+05:30,,,heritage walk with a guide,en-IN,web,ses_aa3b99c2e7d4,0.07
uix_74ddeaec,usr_04b21637,poi,poi_8743dced,click,2025-12-23T17:00:00+05:30,,17,,,mobile_app,ses_5f5641e68c3a,0.53
uix_7b577e8c,usr_04b21637,poi,poi_cbe67aeb,view,2025-10-01T23:00:00+05:30,49,11,,,web,ses_046a3cf685df,
uix_95dd04bb,usr_04b21637,hotel,htl_3c8db5e1,save,2026-07-14T18:45:00+05:30,,,,,web,ses_3f4febdbbbba,0.8
uix_9309b1ee,usr_04b21637,hotel,htl_2b79009c,view,2026-03-27T07:00:00+05:30,46,22,,,mobile_app,ses_9d60bb56137d,0.33
uix_a4ff0e44,usr_ee6409a7,poi,poi_855347dc,search,2026-05-22T20:45:00+05:30,,,vegetarian friendly place near the temple,en-IN,mobile_app,ses_39831512fb15,0.17
uix_fbffb010,usr_ee6409a7,poi,poi_453bdf21,view,2026-07-30T11:45:00+05:30,10,19,,,web,ses_02677e7dd9bb,0.34
uix_7c0c8c97,usr_ee6409a7,hotel,htl_d526541d,click,2026-04-10T20:45:00+05:30,,8,,,agent,ses_9d0334ab9231,0.47
uix_3d208b93,usr_ee6409a7,poi,poi_70fc506d,dismiss,2026-04-15T05:15:00+05:30,,,,,partner,ses_f9778047cd3b,-0.66
uix_3dff6f64,usr_ee6409a7,poi,poi_ec061425,view,2026-07-07T17:00:00+05:30,26,15,,,mobile_app,ses_7830ff7e50ea,0.36
uix_7a2b3fa6,usr_ee6409a7,poi,poi_11e2b165,view,2025-10-01T03:30:00+05:30,79,21,,,mobile_app,ses_0e556153b69a,0.31
uix_37ffc38a,usr_7f6e49de,poi,poi_822c8d40,dismiss,2025-09-05T09:45:00+05:30,,,,,web,ses_12cede56699d,-0.58
uix_10539c70,usr_7f6e49de,poi,poi_8c65234d,view,2026-04-06T10:45:00+05:30,57,13,,,web,ses_5296b39bc542,0.24
uix_0bbfa822,usr_7f6e49de,poi,poi_5a3495e1,view,2025-07-17T18:15:00+05:30,82,16,,,web,ses_78b7fd069fb4,0.26
uix_770bc17f,usr_7f6e49de,poi,poi_a1b45daa,view,2026-03-15T02:45:00+05:30,25,6,,,mobile_app,ses_24ab7614a4b0,0.3
uix_22fbf897,usr_7f6e49de,poi,poi_22445cd1,like,2026-02-16T16:00:00+05:30,,,,,web,ses_d2ecd957372b,0.75
uix_3d714066,usr_7f6e49de,poi,poi_b9b35115,view,2026-01-07T10:00:00+05:30,74,10,,,mobile_app,ses_114f0d710950,0.35
uix_21dca61c,usr_7f6e49de,poi,poi_85d28439,click,2026-01-01T23:00:00+05:30,,6,,,mobile_app,ses_c7d8b8d4f5ae,0.45
uix_b3c308fe,usr_7f6e49de,poi,poi_38e00d19,like,2025-12-26T21:15:00+05:30,,,,,web,ses_2cecc25dd58b,0.74
uix_3490eb97,usr_7f6e49de,poi,poi_9147fba7,search,2025-07-19T03:45:00+05:30,,,family hotel with a kids pool,ta,mobile_app,ses_f4577643994c,0.03
uix_2c67f770,usr_7f6e49de,package,pkg_19e57b5d,like,2026-05-22T08:30:00+05:30,,,,,partner,ses_3ce9b16ce3ef,
uix_0638bd63,usr_7f6e49de,poi,poi_28daaace,view,2026-05-13T18:30:00+05:30,15,9,,,mobile_app,ses_e39cad1d10c2,
uix_1cbbaf09,usr_7f6e49de,package,pkg_12f36da4,click,2025-11-03T17:15:00+05:30,,8,,,web,ses_c2fff8c89141,0.42
uix_0da71b02,usr_f6db29eb,poi,poi_b68d9ac4,save,2025-10-11T19:45:00+05:30,,,,,web,ses_ce6805910e90,
uix_fbc9ee46,usr_f6db29eb,hotel,htl_64d03366,view,2026-02-06T08:15:00+05:30,42,19,,,web,ses_222954b663bc,0.4
uix_1b9e2284,usr_f6db29eb,poi,poi_78369b26,view,2025-12-17T10:45:00+05:30,20,17,,,mobile_app,ses_a2d791a6a7a7,0.34
uix_8bf68c82,usr_f6db29eb,poi,poi_042b48b8,view,2025-12-06T06:15:00+05:30,3,23,,,mobile_app,ses_3cfe3f004a9b,0.29
uix_c402ebc3,usr_f6db29eb,hotel,htl_15145914,view,2026-02-23T20:45:00+05:30,12,20,,,web,ses_652f8d0cde8a,0.29
uix_b03eee7f,usr_f6db29eb,poi,poi_19b1930f,search,2025-10-11T22:30:00+05:30,,,honeymoon package with a private pool,ta,web,ses_24c52febd5d2,
uix_13551e9d,usr_f6db29eb,poi,poi_38dfbd85,view,2026-01-05T06:45:00+05:30,11,1,,,web,ses_e16124fafaf4,0.24
uix_d5f2636a,usr_f6db29eb,hotel,htl_30653890,view,2025-10-28T09:45:00+05:30,36,19,,,mobile_app,ses_8ea2dc6ed6d9,0.4
uix_bfaf3c9d,usr_f6db29eb,poi,poi_995c7c81,view,2025-10-22T02:45:00+05:30,99,19,,,mobile_app,ses_835a0ec733af,0.21
uix_c0149384,usr_f6db29eb,poi,poi_19b1930f,click,2026-05-13T01:45:00+05:30,,9,,,web,ses_42639a94d400,0.45
uix_c7a09a9e,usr_5cdbb1d3,poi,poi_1461e306,view,2026-05-13T14:15:00+05:30,21,16,,,web,ses_318f3f7ae5a4,0.39
uix_84c12a79,usr_5cdbb1d3,poi,poi_23cb8612,share,2025-10-27T02:30:00+05:30,,,,,partner,ses_1afe42650cd0,0.62
uix_bd8fe812,usr_5cdbb1d3,poi,poi_bbd7ce43,save,2026-07-03T14:45:00+05:30,,,,,mobile_app,ses_e5f165c4b752,0.85
uix_8e3b4aef,usr_5cdbb1d3,poi,poi_6b17511e,view,2025-12-30T16:00:00+05:30,35,5,,,partner,ses_763bc057cfc0,0.21
uix_9d844cfb,usr_5cdbb1d3,poi,poi_ee4038b4,like,2026-02-03T07:00:00+05:30,,,,,mobile_app,ses_540647c53aae,0.78
uix_07b89ada,usr_5cdbb1d3,poi,poi_5438f7a0,view,2026-05-09T02:15:00+05:30,28,21,,,mobile_app,ses_42a4d9efc855,0.34
uix_5085470c,usr_5cdbb1d3,poi,poi_e435c16e,like,2025-11-06T06:30:00+05:30,,,,,web,ses_1c9c6df8eca8,0.77
uix_ffc17926,usr_5cdbb1d3,poi,poi_73a4c36d,view,2026-06-13T05:15:00+05:30,26,10,,,web,ses_835d72671878,0.21
uix_f530fb58,usr_5cdbb1d3,poi,poi_ee54e1e8,click,2026-07-12T23:45:00+05:30,,14,,,mobile_app,ses_01999f51f85b,0.56
uix_2bdac6cd,usr_5cdbb1d3,hotel,htl_832544af,save,2026-01-18T01:00:00+05:30,,,,,mobile_app,ses_f4a168231e6e,0.84
uix_141cc528,usr_5cdbb1d3,poi,poi_a010c1ba,like,2025-11-09T12:00:00+05:30,,,,,mobile_app,ses_aa8a07cc9186,0.74
uix_063e470d,usr_5cdbb1d3,hotel,htl_d07e29f4,share,2025-12-17T16:15:00+05:30,,,,,call_centre,ses_5167cf8ab104,0.76
uix_4407cbac,usr_5cdbb1d3,poi,poi_b342c8f0,book,2026-02-20T10:15:00+05:30,,,,,web,ses_fcdcdbcd137a,1.01
uix_ce075af9,usr_5cdbb1d3,poi,poi_7bd45bdd,share,2026-01-08T18:15:00+05:30,,,,,partner,ses_3a791bf2f11d,
uix_4aab177e,usr_5cdbb1d3,poi,poi_3c0c89be,like,2025-11-08T11:00:00+05:30,,,,,web,ses_532aa6335cc3,0.72
uix_d8bffd48,usr_e96d03fd,poi,poi_9096d3f8,view,2025-10-31T03:15:00+05:30,8,13,,,mobile_app,ses_ca2ccd2500ba,0.4
uix_d2e33b25,usr_e96d03fd,poi,poi_b72516ce,click,2025-11-12T18:45:00+05:30,,9,,,mobile_app,ses_8506c07df357,0.52
uix_fd565c36,usr_e96d03fd,poi,poi_087e39c1,save,2025-09-16T03:45:00+05:30,,,,,call_centre,ses_5197f15dce56,0.9
uix_ad0324f9,usr_e96d03fd,poi,poi_e435c16e,search,2025-09-06T14:00:00+05:30,,,step free hotel in the old town,ta,web,ses_66bd2e3542fd,0.09
uix_f7e3063a,usr_e96d03fd,poi,poi_57db80c0,view,2025-08-26T22:15:00+05:30,22,15,,,web,ses_0bcbf9b20275,0.25
uix_fe2758cc,usr_e96d03fd,poi,poi_9ffc7df5,view,2025-08-23T08:30:00+05:30,19,8,,,web,ses_1ea4da978f99,
uix_a2589dda,usr_e96d03fd,poi,poi_c814b1d0,click,2026-04-27T08:15:00+05:30,,11,,,mobile_app,ses_0bd8b42fb312,
uix_c79b7536,usr_e96d03fd,poi,poi_c26e3e3e,click,2026-01-07T08:15:00+05:30,,21,,,mobile_app,ses_6594d491acd1,
uix_75a0acf2,usr_e96d03fd,poi,poi_6b9d7461,view,2025-07-27T17:30:00+05:30,119,22,,,web,ses_5cb1a901b42e,0.29
uix_3bfb624d,usr_e96d03fd,poi,poi_981e6149,dismiss,2026-06-21T13:15:00+05:30,,,,,mobile_app,ses_efd043efebae,
uix_03a63d1a,usr_e96d03fd,poi,poi_5e03114d,view,2026-01-21T18:30:00+05:30,11,5,,,mobile_app,ses_0d9e0e0ee63b,
uix_99fdcc88,usr_e96d03fd,package,pkg_55b62f9c,view,2025-08-09T08:30:00+05:30,15,18,,,mobile_app,ses_83f9009ab0fe,0.25
uix_8a74f6e4,usr_9937a749,poi,poi_f6d9652b,view,2026-04-16T23:45:00+05:30,14,19,,,web,ses_1e4511a1c968,0.21
uix_5c75d662,usr_9937a749,poi,poi_49791c2d,book,2025-10-20T06:45:00+05:30,,,,,agent,ses_923a0a08ad84,
uix_bf8090a8,usr_9937a749,hotel,htl_5e432970,view,2025-08-08T06:30:00+05:30,66,2,,,mobile_app,ses_2a57656bd4af,
uix_94c9b4fc,usr_9937a749,hotel,htl_b88b0c27,search,2025-09-22T15:15:00+05:30,,,honeymoon package with a private pool,en-IN,web,ses_10038e65a451,
uix_a8d2acc9,usr_9937a749,poi,poi_c8feccee,view,2025-12-12T09:45:00+05:30,10,1,,,mobile_app,ses_84a42944b2d7,0.25
uix_cc3f1dc5,usr_9937a749,hotel,htl_5e432970,dismiss,2025-10-18T23:15:00+05:30,,,,,mobile_app,ses_91e01e3a31eb,-0.67
uix_a5913ec3,usr_9937a749,poi,poi_935b4fdb,view,2026-06-01T05:45:00+05:30,126,8,,,mobile_app,ses_ea51bf98ca0b,0.3
uix_a23635a6,usr_9937a749,package,pkg_e5b326ba,save,2026-01-16T00:45:00+05:30,,,,,web,ses_389e81f7aa10,0.79
uix_acb192fb,usr_9937a749,poi,poi_a1498a91,search,2025-07-14T17:30:00+05:30,,,vegetarian friendly place near the temple,hi,call_centre,ses_63de914b2f08,0.09
uix_983290be,usr_424fbf1a,poi,poi_f5507243,view,2026-02-08T08:30:00+05:30,105,6,,,mobile_app,ses_d45baeef97de,0.24
uix_47231666,usr_424fbf1a,hotel,htl_16ca75ac,click,2026-01-27T20:45:00+05:30,,18,,,mobile_app,ses_2d91b10e426f,0.47
uix_3bf4ceb9,usr_424fbf1a,hotel,htl_ca3e3a74,click,2025-07-28T14:15:00+05:30,,3,,,mobile_app,ses_06e77fd072f4,0.55
uix_fbd0f6ef,usr_424fbf1a,poi,poi_0b3e375a,click,2025-09-07T20:45:00+05:30,,7,,,web,ses_77e144bf25d6,0.54
uix_0d23cb8a,usr_424fbf1a,hotel,htl_7a46102c,search,2025-12-12T06:00:00+05:30,,,quiet 4 star near the beach with a pool,en-IN,call_centre,ses_93a7e394d33a,
uix_1516afd8,usr_424fbf1a,poi,poi_b6b1ef8b,save,2025-11-04T22:00:00+05:30,,,,,web,ses_42943a1e6ec3,
